,Epsib,Ict,MGR_init,plasto_init,phyllo_init,ligulo_init,leaf_length_to_IN_length,SLAp,trait
knn,2.040132462719947,0.7209077186391666,0.9914251942787895,5.102185157459762,3.3000286861024257,2.5425351278726507,0.04315799372623594,20.799719914302095,77.43877401660339
Ridge,2.000012491794355,0.6921044822728787,0.9206197203492128,5.115656877737323,3.263933973551404,2.6083066679526525,0.04046585629732947,20.44957507380888,66.21218677856064
