"Genotype","Epsib","Ict","MGR_init","plasto_init","phyllo_init","ligulo_init","leaf_length_to_IN_length","SLAp"
"IS22294",8.52580886818753,2.54568205439866,7.61943870212377,28.952166323932,39.585648989105,42.5168329436691,0.117289460537825,28.9092783569792
"IS22996",10.7225459766943,2.49883683424628,8.83564043291697,28.1394095741131,39.7830408269105,42.271446730826,0.108180076951248,26.6521611679758
"IS23033",9.37205241095618,2.54568205439866,7.75762128829817,28.952166323932,39.585648989105,42.5168329436691,0.107953559681163,28.9092783569792
"IS23048",10.36473549881,2.49883683424628,8.78624917613759,28.5706248888286,39.7830408269105,42.271446730826,0.084553183697905,27.3628487699475
"IS23053",10.8335642232162,2.54568205439866,8.8394993778431,28.952166323932,39.585648989105,42.5168329436691,0.105061288924723,28.9092783569792
"IS23100",10.4419496847554,2.54568205439866,9.11317761644896,28.952166323932,39.585648989105,42.5168329436691,0.127658571324807,28.9092783569792
"IS23142",9.1512106121527,2.50643717026329,8.71964059583477,29.1462896298869,39.5701671174933,42.0571282328157,0.133837350785641,23.6047776607038
"IS23178",8.82149603869819,2.49883683424628,8.53736537532559,28.1365590329743,39.7830408269105,42.271446730826,0.123393812627611,25.9414735660041
"IS23254",9.03285233457355,2.54568205439866,8.01573903581474,28.952166323932,39.585648989105,42.5168329436691,0.124141814412717,28.9092783569792
"IS23540",11.7328755380945,2.49883683424628,9.30772620823707,27.8124221871911,39.7830408269105,42.271446730826,0.0849811473680092,27.3628487699475
"IS23601",10.5834934799845,2.5747131998078,9.18027428681275,29.4013313071556,39.5701671174933,42.5640573730545,0.105238216305708,32.4842217918696
"IS23645",8.37723012283937,2.65836974957192,8.1994148226743,29.0169849175217,39.7886043117772,42.4279379446714,0.0962630107757983,24.3791830224044
"IS2367",10.0344730858231,2.50829909871972,8.25129043828994,28.9062217610158,39.4498330563981,42.7142317616158,0.122997299958322,29.817326153068
"IS24072",9.8546294224765,2.56562635849082,8.41736863011547,29.0169849175217,39.7886043117772,42.4279379446714,0.122955853708643,22.5411436408284
"IS24083",10.4580727535166,2.50829909871972,9.59635360585423,28.9062217610158,39.3422659809244,42.5331076897105,0.10708790104461,25.1183784021904
"IS24775",9.25256630108774,2.54568205439866,8.77585412285479,29.7198776057407,39.585648989105,42.5168329436691,0.0907946911326544,28.9092783569792
"IS24786",10.5454684115996,2.49883683424628,8.71473579584075,27.7825634928037,39.7830408269105,42.271446730826,0.063154605570979,33.1641203966509
"IS24887",8.62960376613098,2.49883683424628,8.43793903762774,30.6636380976041,39.7830408269105,42.271446730826,0.0672916180839229,25.9414735660041
"IS24913",8.12010624524922,2.49883683424628,8.36829063729676,30.2468802175905,39.7830408269105,42.271446730826,0.179443731960751,25.9414735660041
"IS24939",8.6663720536562,2.54568205439866,9.04360302489976,28.952166323932,39.585648989105,42.5168329436691,0.129254412027445,28.9092783569792
"IS24940",10.3395395115885,2.9323858533255,8.66705809526947,29.0169849175217,39.7886043117772,42.4279379446714,0.0996914408245308,18.6817326361843
"IS24953",8.33285696567544,2.7809761738742,8.46488046504044,29.0169849175217,39.7886043117772,42.4279379446714,0.0998384754586611,24.1247965890866
"IS25207",9.60960752380348,2.60298282850406,8.72280826976691,28.9062217610158,39.7066490344088,41.3968446550944,0.109768612602071,60.6651396519376
"IS25301",7.97872337525233,2.03904526978134,8.60344415309034,29.0169849175217,39.7886043117772,42.4279379446714,0.120295829566198,30.8153313822217
"IS25442",10.4522235236053,2.60298282850406,9.21752949854132,28.9062217610158,39.7532100522477,42.7142317616158,0.0879666108520785,34.0966202839222
"IS25596",8.6759706792865,2.54568205439866,8.10935124226746,28.952166323932,39.585648989105,42.5168329436691,0.118764652829827,28.9092783569792
"IS25702",9.45350738843128,2.49883683424628,8.94253691680763,28.100129798377,39.7830408269105,42.271446730826,0.0770681708454945,25.9414735660041
"IS25836",9.96766582083582,2.49611695389757,8.96564466188381,28.3053199784809,39.5701671174933,43.7188087179558,0.11140580267952,25.1196611835239
"IS25916",9.87435452563386,2.50556692854036,8.63127052080009,29.1974316595302,39.5701671174933,43.1388156986982,0.116137562323757,27.63250381912
"IS26110",9.02759096365152,2.54568205439866,8.62975956641494,29.7198776057407,39.585648989105,42.5168329436691,0.0907946911326544,28.9092783569792
"IS26735",9.82879570369722,2.49883683424628,8.67227260875402,28.617415614777,39.7830408269105,42.271446730826,0.0634687304694774,25.9414735660041
"IS27599",10.8301238072884,2.61710957011744,8.2463616762987,29.0169849175217,39.7886043117772,42.4279379446714,0.102300989720547,29.5929255937301
"IS2787",11.2722903138434,2.54568205439866,9.4355373763483,28.952166323932,39.585648989105,42.5168329436691,0.0940517741550957,30.0769023410021
"IS2834",8.93779436713755,2.60461741838059,7.73112767544521,28.9062217610158,39.7428716493919,41.3199295094549,0.100230106084435,22.0567365465316
"IS2873",9.91830173115223,2.47433958993124,9.18545436665807,29.2399672822965,39.5701671174933,42.9202680806666,0.109995499806477,27.1610999885859
"IS29870",9.61027307522738,2.49883683424628,8.2185580403934,29.218199285251,39.7830408269105,42.271446730826,0.147744944153567,28.0743031459974
"IS29977",9.83273301040347,2.54568205439866,8.51149419915558,28.952166323932,39.585648989105,42.5168329436691,0.0986509824539279,28.9092783569792
"IS30175",9.71513481167599,2.43976645429752,8.08020148072794,27.8122344035851,39.5701671174933,40.9189625504765,0.151420533397379,24.9725747300953
"IS30207",8.65988831228273,2.54568205439866,8.13705891156327,28.952166323932,39.585648989105,42.5168329436691,0.124686019337789,28.9092783569792
"IS30619",10.1203239993627,2.50829909871972,9.45005333655028,28.9062217610158,39.7894326672308,42.6236697256631,0.110825701952778,31.5557386571401
"IS30898",10.9548543004126,2.60298282850406,8.78611062241618,28.9062217610158,39.7894326672308,42.7142317616158,0.101735609134032,33.9617273817211
"IS31123",10.500763418141,2.5841631744506,8.34495256192063,28.4508262818458,39.5701671174933,42.2508836945448,0.134667651189975,29.227941472797
"IS31195",10.5609994387197,2.60461741838059,8.51249313942157,28.9062217610158,39.7894326672308,42.7142317616158,0.0972882344111627,30.7146072749924
"IS31202",10.1274283052822,2.48378956457403,9.26142238089038,31.9208996976742,39.5701671174933,41.3185738484209,0.123838481398971,24.0019441159442
"IS31299",10.4059962480174,2.59326739837392,8.11360405761359,29.0169849175217,39.7886043117772,42.4279379446714,0.105363311142033,18.6014275949928
"IS3147",9.16708123210993,2.60461741838059,7.99686516600399,28.9062217610158,39.5730718439755,41.7079976628062,0.140663730310243,55.639996359608
"IS31559",10.7318349272573,2.91660287435433,8.39389242410694,29.0169849175217,39.7886043117772,42.4279379446714,0.099065099855535,22.6126900230749
"IS32569",9.46680592673487,2.54568205439866,8.87855602465536,28.952166323932,39.585648989105,42.5168329436691,0.123250470255583,28.9092783569792
"IS32986",9.49848546532845,2.49883683424628,8.28291899439472,28.8587296404148,39.7830408269105,42.271446730826,0.181263773518251,25.9414735660041
"IS33178",11.0374876467324,2.49883683424628,8.61372766775712,29.3452064721121,39.7830408269105,42.271446730826,0.0873564883283764,27.3628487699475
"IS33209",9.1987606198088,2.25646452460743,8.32476718243473,29.0169849175217,39.7886043117772,42.4279379446714,0.123240067988321,27.6830107320923
"IS33261",7.29784609492311,2.44006435244968,7.9884193825573,29.0169849175217,39.7886043117772,42.4279379446714,0.0957618852212684,23.7684099877401
"IS33353",9.92047730104054,2.49883683424628,8.18844266991763,28.489119365127,39.7830408269105,42.271446730826,0.0795710109638101,30.2634845832992
"IS33423",10.4311861486583,2.60298282850406,8.85495618540362,28.9062217610158,39.7894326672308,42.5331076897105,0.10501741660709,28.4404223148938
"IS3443",11.0889369150862,2.49883683424628,9.38559577680343,28.2392736286202,39.7830408269105,42.271446730826,0.080338237218977,27.3628487699475
"IS3507",10.9768202198224,2.60298282850406,9.31592963590909,28.9062217610158,39.4498330563981,42.7142317616158,0.130059785636691,49.2612133283621
"IS3583",10.284543839326,2.60298282850406,8.88867171479882,28.9062217610158,39.7894326672308,42.7142317616158,0.0963028460832923,44.4236061425793
"IS36633",10.2569573198456,2.49883683424628,9.20083829922084,28.416034699161,39.7830408269105,42.271446730826,0.118094349839498,27.3628487699475
"IS41724",10.6321308948049,2.5841631744506,8.23268793483239,28.9393496640278,39.5701671174933,42.591523586652,0.095048555041807,34.9527824412325
"IS6723",9.44621549493791,2.60461741838059,8.30984325502721,28.9062217610158,39.7894326672308,42.5331076897105,0.103677204491701,18.4994656073689
"IS6928",10.1481059950718,2.60461741838059,8.55759550075774,28.9062217610158,39.7894326672308,42.7142317616158,0.0905293741520718,27.6128081912845
"IS7277",8.87549563063449,2.54568205439866,8.64732358698464,28.952166323932,39.585648989105,42.5168329436691,0.107953559681163,28.9092783569792
"IS7314",10.513850214686,2.48378956457403,9.07188192116942,30.0689859052746,39.5701671174933,41.4539565326004,0.0920410781892596,23.6047776607038
"IS7463",9.46834763861698,2.48378956457403,8.72151189477552,29.4013313071556,39.5701671174933,42.0451825411697,0.0945749274256772,24.1313329429458
"IS7861",8.47807920729655,2.49883683424628,8.19104382337008,30.6405534769224,39.7830408269105,42.271446730826,0.0973541046256604,25.9414735660041
"IS7889",8.89748921487673,2.93544434810448,8.09494058420235,29.0169849175217,39.7886043117772,42.4279379446714,0.0901399069818344,18.4428848053824
"IS7958",10.1307259743007,2.54568205439866,8.10445377833638,28.952166323932,39.585648989105,42.5168329436691,0.0972005803600632,28.9092783569792
"IS8218",10.6098010360154,2.5841631744506,9.64875648813246,29.6637257655034,39.5701671174933,42.292522824629,0.113766270020743,34.461140312151
"IS8283",10.2282944980767,2.54568205439866,8.27351559458411,29.3360219648363,39.585648989105,42.5168329436691,0.104006807862909,28.9092783569792
"IS8685",9.70207016904774,2.54568205439866,8.04964720968051,28.952166323932,39.585648989105,42.5168329436691,0.105615764827187,28.9092783569792
"IS8882",9.88481929140912,2.54568205439866,8.38648616158307,28.952166323932,39.585648989105,42.5168329436691,0.0957253880680613,28.9092783569792
"IS929",10.1582960907513,2.56546617614499,8.41494965368522,29.0169849175217,39.7886043117772,42.4279379446714,0.145187768694498,26.0848003227462
"IS9468",8.46545143210301,2.67453536255199,7.31988237983779,28.9062217610158,39.7894326672308,42.3684884458183,0.127187646690691,35.2153000931377
"IS9586",11.1253469864003,2.49883683424628,8.68100911574404,28.3554579344043,39.7830408269105,42.271446730826,0.088953505373778,25.9414735660041
"IS9713",9.25574357460487,1.99255683162829,8.34767411763367,29.0169849175217,39.7886043117772,42.4279379446714,0.101759816289049,33.6604990385685
"IS9883",10.4570161022242,2.49883683424628,8.98527549406214,28.5969964704555,39.7830408269105,42.271446730826,0.12139103700658,33.8748079986226
"IS9911",10.3729423836362,2.54568205439866,8.20779964169466,28.952166323932,39.585648989105,42.5168329436691,0.107953559681163,28.9092783569792
"Kalaban",11.3075962353494,2.54568205439866,9.06594216684993,28.952166323932,39.585648989105,42.5168329436691,0.0990743634107476,28.9092783569792
"Keninkeni",8.93154783999907,3.18080038829551,8.07974267245285,29.0169849175217,39.7886043117772,42.4279379446714,0.111770414346891,19.514112658575
"Lata3",9.38600199481076,2.49883683424628,7.83217112065644,28.6353705708062,39.7830408269105,42.271446730826,0.0993790172703949,25.9414735660041
"Ribdahu",10.9992269441896,2.49838212947894,8.68097899402897,29.0169849175217,39.7886043117772,42.4279379446714,0.123628651981694,29.2741333366037
"ShortKaura",9.34972282122656,2.5794381871292,7.98850506486882,29.195137150085,39.5701671174933,43.042195856548,0.0869991172940046,25.7491221037441
"Soumba",10.6155742830807,2.47433958993124,9.78747574321682,29.1937305792254,39.5701671174933,41.9240114665998,0.100988127935007,30.9142879078021
"SSM547",9.17263645428771,2.395743344021,6.83484965720546,27.0104180164098,39.5701671174933,41.2330433881919,0.105505956908005,29.6251079280373
"Tiandougou",10.4299072849015,3.02779959997586,8.99956861154874,29.0169849175217,39.7886043117772,42.4279379446714,0.0974225481060634,30.3724383127306
