iter	RMSE
778	0.02533226396
779	0.02526443801
780	0.02517802907
781	0.025080351
782	0.02499784083
783	0.02495520853
784	0.02489023575
785	0.02480809235
786	0.02475870481
787	0.02467460407
788	0.02460503042
789	0.02450814322
790	0.02444704936
791	0.0243781725
792	0.02431541626
793	0.02426393079
794	0.02420675024
795	0.02412424892
796	0.02406505455
797	0.02397236
798	0.02389944811
799	0.0238506991
800	0.0237992026
801	0.02371055391
802	0.02365408378
803	0.02360096827
804	0.02353628528
805	0.02348169545
806	0.02342784361
807	0.02336377232
808	0.02330951104
809	0.02322857294
810	0.02316689765
811	0.02309042017
812	0.02301298864
813	0.02294698814
814	0.02288001993
815	0.02281739033
816	0.02276876592
817	0.02271403702
818	0.02264106595
819	0.02256084214
820	0.0224886933
821	0.02243738823
822	0.0223855719
823	0.02232873439
824	0.02227988467
825	0.02222085769
826	0.02215767586
827	0.0220761229
828	0.02202642122
829	0.02193296384
830	0.02184635271
831	0.021802563
832	0.02173791012
833	0.02170161192
834	0.02165013504
835	0.02160545475
836	0.02153129342
837	0.02147198448
838	0.02137736618
839	0.02132049686
840	0.02126515407
841	0.02121076508
842	0.02116293011
843	0.02111067893
844	0.02104767952
845	0.02098097478
846	0.02094147397
847	0.02088149636
848	0.02082495592
849	0.02077843943
850	0.02071985766
851	0.02063439021
852	0.02058949873
853	0.02052001425
854	0.02046338105
855	0.02041434943
856	0.02038522972
857	0.02034738034
858	0.02027948423
859	0.02024703935
860	0.02018694775
861	0.02013666061
862	0.02008535314
863	0.02002233764
864	0.01997604063
865	0.01990145987
866	0.01983992067
867	0.0197957384
868	0.0197465588
869	0.01968875521
870	0.01964564503
871	0.01957986553
872	0.01951603308
873	0.01943868178
874	0.01939645477
875	0.01934597565
876	0.01927283137
877	0.01923370726
878	0.01918373133
879	0.01911526334
880	0.01907682452
881	0.01902604291
882	0.01896018863
883	0.01891540268
884	0.01886229929
885	0.01879719852
886	0.01873145328
887	0.01868545178
